company_name,phone,phone_normalized,website,source
ივერიამშენ პლუსი,238 55 03,+995322385503,,yell.ge
ჯორჯიან ენერჯი გრუპ,(591) 77 77 97,+995591777797,,yell.ge
ჯორჯიან ენერჯი გრუპ,(591) 06 97 90,+995591069790,,yell.ge
სანი,(599) 51 46 78,+995599514678,,yell.ge
იმეკს,235 23 94,+995322352394,,yell.ge
იმეკს,235 23 90,+995322352390,,yell.ge
კანალესა,(577) 55 49 30,+995577554930,,yell.ge
რიფეარ ჯიჯი,599 50 67 57,+995599506757,,yell.ge
თისა,(574) 886 443,+995574886443,,yell.ge
თისა,(591) 68 85 25,+995591688525,,yell.ge
სამშენებლო კომპანია ბარსი,(577) 11 42 13,+995577114213,,yell.ge
რესტარტ დიღომი,(555) 88 99 55,+995555889955,,yell.ge
ელ ჯორჯია,(577) 31 51 51,+995577315151,,yell.ge
ბაბუსი,(577) 65 55 22,+995577655522,,yell.ge
გლობალ ჯორჯია,514 99 99 45,+995514999945,,yell.ge
ძველი თბილისი 2011,(599) 18 18 36,+995599181836,,yell.ge
მუხერი,(595) 182 182,+995595182182,,yell.ge
მოყვასი 2012,(599) 14 07 86,+995599140786,,yell.ge
არტმშენი,(599) 25 35 99,+995599253599,,yell.ge
მონოლით გრუპ,(555) 51 16 26,+995555511626,,yell.ge
ალტერნატივა გრუპი,(593) 31 72 61,+995593317261,,yell.ge
ლკონსი,(599) 61 90 33,+995599619033,,yell.ge
მეგალითი,(599) 20 30 60,+995599203060,,yell.ge
დრიმჰაუს დეველოპმენტი,(591) 18 51 75,+995591185175,,yell.ge
ინტერმშენი პირველი,(577) 41 82 22,+995577418222,,yell.ge
სტროი.ჯი,+995 550 00 55 11,+995550005511,,yell.ge
სატურნი,(574) 98 01 27,+995574980127,,yell.ge
სატურნი,239 57 00,+995322395700,,yell.ge
მარიალი,239 81 10,+995322398110,,yell.ge
მარიალი,(599) 55 45 09,+995599554509,,yell.ge
ემ პროექტი,(592) 15 30 30,+995592153030,,yell.ge
ემ პროექტი,(591) 19 09 50,+995591190950,,yell.ge
ჯი აი პი ენ - ქართულ-გერმანული საპროექტო ჯგუფი,(599) 15 00 88,+995599150088,,yell.ge
გლობალ სერვისი,(558) 76 74 01,+995558767401,,yell.ge
გლობალ სერვისი,(577) 10 10 05,+995577101005,,yell.ge
ელექტროძრავა,(599) 94 15 19,+995599941519,,yell.ge
თერმოტექნიკა თთ,(568) 01 14 44,+995568011444,,yell.ge
აი ქეი ბი,(577) 65 22 12,+995577652212,,yell.ge
ნიკა,(595) 28 80 80,+995595288080,,yell.ge
ე.ნ. - მშენი,(599) 56 21 71,+995599562171,,yell.ge
არქიტრავი,(599) 08 98 98,+995599089898,,yell.ge
არქიტრავი,(595) 90 02 90,+995595900290,,yell.ge
არქიტრავი,(593) 67 70 58,+995593677058,,yell.ge
ჰიდროსაინჟინრო კომპანია,(591) 70 78 78,+995591707878,,yell.ge
თი ემ ჯი გრუპი,(592) 22 27 10,+995592222710,,yell.ge
თი ემ ჯი გრუპი,(597) 58 93 93,+995597589393,,yell.ge
არტ-ბონუსი,(599) 19 63 76,+995599196376,,yell.ge
აგორა2030,+995577577101,+995577577101,,bia.ge
არტ გრუპი,+995557625482,+995557625482,,bia.ge
ასტორია,+995365223925,+995365223925,,bia.ge
აღმაშენებელი 2012,+995551975994,+995551975994,,bia.ge
ბანი,+995599579097,+995599579097,,bia.ge
ბარსი,+995577774635,+995577774635,,bia.ge
ბეთლემი-2011,+995577125235,+995577125235,,bia.ge
გ.ი.პ – I,+995577252845,+995577252845,,bia.ge
გზამშენი 2005,+995597098098,+995597098098,,bia.ge
გოკი და კომპანია,+995598369994,+995598369994,,bia.ge
გრაფენი,+995571640011,+995571640011,,bia.ge
გუდაურმშენი,+995599304430,+995599304430,,bia.ge
ევრობლოკი,+995599372332,+995599372332,,bia.ge
ევრობლოკი,+995598153959,+995598153959,,bia.ge
ელვა,+995571363492,+995571363492,,bia.ge
ემპა კომპანი,+995555590909,+995555590909,,bia.ge
ენ სისტემს,+995551555500,+995551555500,,bia.ge
ენ სისტემს,+995595778777,+995595778777,,bia.ge
ეს.ელი,+995599250820,+995599250820,,bia.ge
ვექტორი,+995322247819,+995322247819,,bia.ge
ზუგდიდის საგზაო სამმართველო,+995591235068,+995591235068,,bia.ge
თაუნს ქონსთრაქშენ,+995577151106,+995577151106,,bia.ge
თისადი,+995599630096,+995599630096,,bia.ge
იმერეთმშენი–2000,+995597558244,+995597558244,,bia.ge
იმერეთმშენი–2000,+995571201252,+995571201252,,bia.ge
ინდიკო,+995591228849,+995591228849,,bia.ge
ინჟმშენი–96,+995599373883,+995599373883,,bia.ge
ინტექსი,+995514363363,+995514363363,,bia.ge
იქს ვაი ზეტ.ჯი,+995555245524,+995555245524,,bia.ge
იქს ვაი ზეტ.ჯი,+995322373050,+995322373050,,bia.ge
კ-კომპანია,+995595172060,+995595172060,,bia.ge
კობი,+995574487888,+995574487888,,bia.ge
კომპანია კავკასიონი,+995591636527,+995591636527,,bia.ge
კუთხე 2019,+995555529915,+995555529915,,bia.ge
ლავა,+995551870101,+995551870101,,bia.ge
ლუკა,+995557968146,+995557968146,,bia.ge
ლუკა,+995568700677,+995568700677,,bia.ge
მზიანი ღამე,+995557478338,+995557478338,,bia.ge
მოდილიონი,+995599115032,+995599115032,,bia.ge
მტმ,+995599587748,+995599587748,,bia.ge
მუხა-გ,+995599558481,+995599558481,,bia.ge
ნიკა,+995591717832,+995591717832,,bia.ge
ნიუ პასაჟი,+995599987373,+995599987373,,bia.ge
ნოდო,+995599577623,+995599577623,,bia.ge
ნოუბელ მარინერი,+995599994141,+995599994141,,bia.ge
ნუგი,+995322711601,+995322711601,,bia.ge
ოვალი,+995555144664,+995555144664,,bia.ge
პალადა,+995322299029,+995322299029,,bia.ge
პალადა,+995322294072,+995322294072,,bia.ge
რეზორტ დეველოპმენტ სოლუშენ რდს,+995599117575,+995599117575,,bia.ge
რომბი ჯგუფი,+995555654515,+995555654515,,bia.ge
საბა 2015,+995599756099,+995599756099,,bia.ge
სამშენებლო სარესტავრაციო კომპანია დავითი,+995599546903,+995599546903,,bia.ge
სპექტრი,+995593403022,+995593403022,,bia.ge
ქარ–სერვისი,+995514601717,+995514601717,,bia.ge
ქვები,+995577188989,+995577188989,,bia.ge
ქოინჯულარი,+995555411111,+995555411111,,bia.ge
შე–ლი–1981,+995598256275,+995598256275,,bia.ge
შე–ლი–1981,+995577066777,+995577066777,,bia.ge
შპს T–K Tuzcuoglu Keskin Insaat–ის საქართველო–ბათუმის ფილიალი,+995593718580,+995593718580,,bia.ge
შპს T–K Tuzcuoglu Keskin Insaat–ის საქართველო–ბათუმის ფილიალი,+995568835189,+995568835189,,bia.ge
ჯეო ბილდი,+995599158320,+995599158320,,bia.ge
ჯეორჯიენ გროუპ,+995599271250,+995599271250,,bia.ge
G M G Power,+995322250169,+995322250169,,bia.ge
MG,+995577449705,+995577449705,,bia.ge
MJM group,+995557032903,+995557032903,,bia.ge
MJM group,+995593949392,+995593949392,,bia.ge
TU-KA,+995599527767,+995599527767,,bia.ge
აბრისი,+995577299090,+995577299090,,bia.ge
ალგეთი,+995341258383,+995341258383,,bia.ge
ალგო 2000,+995599142020,+995599142020,,bia.ge
ალე კონსტრაქშენ,+995593862626,+995593862626,,bia.ge
ალფა ჯგუფი,+995599560920,+995599560920,,bia.ge
არადანი,+995579773131,+995579773131,,bia.ge
ატლასი,+995555585755,+995555585755,,bia.ge
ბიგ ჯორჯია,+995595960960,+995595960960,,bia.ge
ბიგ ჯორჯია,+995595224422,+995595224422,,bia.ge
ბიზნეს სტარი,+995599157270,+995599157270,,bia.ge
ბილდარტ დეველოპმენტი,+995551410543,+995551410543,,bia.ge
ბილდარტ დეველოპმენტი,+995544444303,+995544444303,,bia.ge
ბილდექს,+995577432109,+995577432109,,bia.ge
ბურჯი,+995322253486,+995322253486,,bia.ge
ბურჯი,+995322253487,+995322253487,,bia.ge
ბჩ გეორგია,+995598308308,+995598308308,,bia.ge
გარდაბნის საგზაო სამმართველო,+995593277541,+995593277541,,bia.ge
გგ კაპიტალი,+995577161866,+995577161866,,bia.ge
გი–ან 2011,+995579202020,+995579202020,,bia.ge
გინა,+995599568796,+995599568796,,bia.ge
გლობალ სერვისი,+995322920790,+995322920790,,bia.ge
გლობალ სერვისი,+995322920780,+995322920780,,bia.ge
გოლდ 777,+995599123812,+995599123812,,bia.ge
გონიო 2003,+995599909379,+995599909379,,bia.ge
გრანიტი,+995322352173,+995322352173,,bia.ge
გრანიტი,+995577403041,+995577403041,,bia.ge
გრინ ფრეიმი,+995577187187,+995577187187,,bia.ge
დავით მალაღურაძე,+995551998010,+995551998010,,bia.ge
დავით ნასარიძე,+995555115188,+995555115188,,bia.ge
დავითი 2018,+995599952969,+995599952969,,bia.ge
დავითი კოსტავა,+995595385050,+995595385050,,bia.ge
დაიმონდ კონსტრაქშენ,+995591601530,+995591601530,,bia.ge
დეა 2006,+995558112133,+995558112133,,bia.ge
დი ენდ ეი,+995591990790,+995591990790,,bia.ge
დიდუბე მეგა ტრეიდი,+995322149404,+995322149404,,bia.ge
დიელი,+995593939620,+995593939620,,bia.ge
დინი დეველოპმენტი,+995555516402,+995555516402,,bia.ge
ეი ბი სი ქონსთრაქშენ,+995557753377,+995557753377,,bia.ge
ელიტ ინვესტი,+995557100800,+995557100800,,bia.ge
ენ–დი როუდი,+995577443339,+995577443339,,bia.ge
ერკერი,+995591115155,+995591115155,,bia.ge
ეტალონი – 2007,+995574230033,+995574230033,,bia.ge
ვი ქეი ენერჯი,+995571802100,+995571802100,,bia.ge
თბილისი სითი,+995595222042,+995595222042,,bia.ge
იბერია–ჯ,+995591719977,+995591719977,,bia.ge
იბერიის ვარსკვლავი,+995431271078,+995431271078,,bia.ge
იდეალმშენი,+995555595907,+995555595907,,bia.ge
კვადრელი,+995595927700,+995595927700,,bia.ge
კონსული,+995577790125,+995577790125,,bia.ge
კორონი,+995322407794,+995322407794,,bia.ge
კოწიწაშვილი და კომპანია,+995595725725,+995595725725,,bia.ge
კუბიკები,+995597117418,+995597117418,,bia.ge
კუბიქს დეველოპმენტი,+995598612000,+995598612000,,bia.ge
ლ. ვ. სტანდარტ ჯგუფი საქართველო,+995322356625,+995322356625,,bia.ge
ლ.კ. კომპანი,+995551005073,+995551005073,,bia.ge
ლაქი ქონსთრაქშენი,+995591299991,+995591299991,,bia.ge
ლინიუმი,+995599284482,+995599284482,,bia.ge
ლისი პანორამა,+995555444547,+995555444547,,bia.ge
ლისი პანორამა,+995322129999,+995322129999,,bia.ge
მ & ნ,+995595335800,+995595335800,,bia.ge
მალხაზი ქორიძე,+995597798950,+995597798950,,bia.ge
მანანი,+995593134013,+995593134013,,bia.ge
მარსი–მმ ოცდამეერთე,+995593322964,+995593322964,,bia.ge
მეოხი,+995568170100,+995568170100,,bia.ge
მეტრი,+995599448754,+995599448754,,bia.ge
მეტრო მეფ,+995577942233,+995577942233,,bia.ge
მონოლითი 2005,+995422277029,+995422277029,,bia.ge
მონოლითი-2,+995595410306,+995595410306,,bia.ge
მუხერი,+995571002211,+995571002211,,bia.ge
მშენებელი,+995599264455,+995599264455,,bia.ge
მშენებელი 2012,+995595583158,+995595583158,,bia.ge
მშენკომპლექსი,+995599539793,+995599539793,,bia.ge
ნათება +,+995574551270,+995574551270,,bia.ge
ნიუ სითი,+995558203003,+995558203003,,bia.ge
ნოვა ჰოლდინგ,+995593348442,+995593348442,,bia.ge
საგზაო სამშენებლო სამმართველო №1,+995370270654,+995370270654,,bia.ge
სამეცნიერო–საწარმოო კომპანია სოვბი,+995322999614,+995322999614,,bia.ge
სამეცნიერო–საწარმოო კომპანია სოვბი,+995551717404,+995551717404,,bia.ge
სამშენებლო რეკრუიტინგული კომპანია,+995599569484,+995599569484,,bia.ge
სამშენებლო საწარმო გაერთიანება იმერეთი,+995599740601,+995599740601,,bia.ge
სამშენებლო ტრესტი №3,+995370273021,+995370273021,,bia.ge
სამშენებლო ტრესტი №3,+995370274007,+995370274007,,bia.ge
სან ჰაუსი,+995593984325,+995593984325,,bia.ge
საქართველოს სამშენებლო კომპანია,+995593504440,+995593504440,,bia.ge
სერგი ბილდინგი,+995558420301,+995558420301,,bia.ge
სერგი ბილდინგი,+995592910091,+995592910091,,bia.ge
სერგო ჩანგელია,+995571015978,+995571015978,,bia.ge
სი ეიჩ კონსტრაქშენ,+995591099171,+995591099171,,bia.ge
სპეცინჟმშენი,+995599293706,+995599293706,,bia.ge
სპეცინჟმშენი,+995597970112,+995597970112,,bia.ge
სტუდიო დეველოპმენტი,+995599525252,+995599525252,,bia.ge
ტენდექსი,+995599445535,+995599445535,,bia.ge
ტექ–მედია,+995579799997,+995579799997,,bia.ge
ქუიქ სერვისი,+995551518797,+995551518797,,bia.ge
შარა–გზამშენი პირველი,+995555062020,+995555062020,,bia.ge
ჯ და ჯ,+995551557106,+995551557106,,bia.ge
ჯიმშერი გეწაძე,+995568915544,+995568915544,,bia.ge
ჯორჯთაუნ,+995596200001,+995596200001,,bia.ge
ჯორჯიან დეველოპმენტ გრუპ,+995555229988,+995555229988,,bia.ge
ჰორიზონტი,+995551157422,+995551157422,,bia.ge
BREND STILE,+995597829696,+995597829696,,bia.ge
EXINPRO LTD შპს ექსინპრო,+995577743030,+995577743030,,bia.ge
EXTER-GEORGIA,+995599211662,+995599211662,,bia.ge
აგრომშენ გრუპი,+995595900114,+995595900114,,bia.ge
ავთანდილი ფიცხელაური,+995599854479,+995599854479,,bia.ge
ავტოგრაფი პეკინი,+995322141818,+995322141818,,bia.ge
ალ ტი ბილდი,+995555071122,+995555071122,,bia.ge
ალთა გრუპ,+995593636792,+995593636792,,bia.ge
ალმე,+995591918863,+995591918863,,bia.ge
არკა,+995595710010,+995595710010,,bia.ge
არჩილ მუჯირიშვილი,+995599484465,+995599484465,,bia.ge
არწივანი,+995598093192,+995598093192,,bia.ge
აქსონი,+995322399991,+995322399991,,bia.ge
ბეროინი,+995555282112,+995555282112,,bia.ge
ბეტა ფროფერთიზ,+995551209050,+995551209050,,bia.ge
ბილდერი,+995598118898,+995598118898,,bia.ge
გ და თ,+995592170033,+995592170033,,bia.ge
გეგა,+995579374708,+995579374708,,bia.ge
გიორგი,+995593172850,+995593172850,,bia.ge
გლობალჰაუს,+995558356565,+995558356565,,bia.ge
გოლდენ თაუერ,+995577200040,+995577200040,,bia.ge
დებეტი,+995577998399,+995577998399,,bia.ge
დეკო 21,+995551178282,+995551178282,,bia.ge
დესინ ესპას,+995591222399,+995591222399,,bia.ge
ელ ბი +,+995591014230,+995591014230,,bia.ge
ელ დი,+995574188811,+995574188811,,bia.ge
ელმა,+995595903732,+995595903732,,bia.ge
ერისიმედი,+995322354020,+995322354020,,bia.ge
ეტალონი,+995595544046,+995595544046,,bia.ge
ეფლაინი,+995599970044,+995599970044,,bia.ge
ვატო,+995599371537,+995599371537,,bia.ge
ზაქარია წიქარაძე,+995579105251,+995579105251,,bia.ge
თბომშენი,+995599697716,+995599697716,,bia.ge
თერგი,+995599587348,+995599587348,,bia.ge
იენსი ჯგუფი,+995577722217,+995577722217,,bia.ge
იესე ზედგინიძე,+995574476161,+995574476161,,bia.ge
ივერია ჯგუფი,+995599915181,+995599915181,,bia.ge
ივერიამშენ-პლიუსი,+995599902601,+995599902601,,bia.ge
ინოვაციური სამშენებლო კომპანია,+995599203555,+995599203555,,bia.ge
კანოე,+995593402967,+995593402967,,bia.ge
კომპანია კრისტალი,+995599242637,+995599242637,,bia.ge
კომპანია ნიკედო,+995599555866,+995599555866,,bia.ge
კომპლექსი,+995593393202,+995593393202,,bia.ge
კრწანისი ვილა რეზიდენსი KRTSANISI VILLA RESIDENCE,+995597261111,+995597261111,,bia.ge
ლევან მოდებაძე,+995522220170,+995522220170,,bia.ge
ლექსო კიზირია,+995592771974,+995592771974,,bia.ge
ლიბო,+995577474730,+995577474730,,bia.ge
ლიბრა ქონსტრაქშენი,+995595074454,+995595074454,,bia.ge
ლილო რენტალი,+995555407121,+995555407121,,bia.ge
ლიმ კონსტრაქშენი,+995577299249,+995577299249,,bia.ge
მალხაზი ქასრაშვილი,+995571042644,+995571042644,,bia.ge
მარდიელი ჰაუსი,+995568488888,+995568488888,,bia.ge
მეგაბილდ,+995591956695,+995591956695,,bia.ge
მენო ინტერნეიშენალ,+995322744844,+995322744844,,bia.ge
მიმდემი,+995598744774,+995598744774,,bia.ge
მოდერნ ბილდინგ კომპანი,+995522223377,+995522223377,,bia.ge
მოდერნ კონსტრაქშენ,+995591801980,+995591801980,,bia.ge
მომავლის ხედვა,+995571109844,+995571109844,,bia.ge
მშენებელი 2017,+995597063780,+995597063780,,bia.ge
ნერჯ,+995595386238,+995595386238,,bia.ge
ნიკა 2014,+995599090306,+995599090306,,bia.ge
ნიუ იდეა,+995555934211,+995555934211,,bia.ge
ნიუ ჰაუსი,+995568111414,+995568111414,,bia.ge
ნუკო +,+995593608073,+995593608073,,bia.ge
ორექსუს ქონსთრაქშენი,+995551143030,+995551143030,,bia.ge
პავლე ქუშაშვილი,+995598870202,+995598870202,,bia.ge
პარამეტრი,+995591199739,+995591199739,,bia.ge
პარმაღი,+995599901394,+995599901394,,bia.ge
ჟინვალი,+995551006917,+995551006917,,bia.ge
რუსთავი დეველოპმენტი,+995574211211,+995574211211,,bia.ge
საბა და კომპანია,+995591702911,+995591702911,,bia.ge
საბა და კომპანია,+995599948034,+995599948034,,bia.ge
სამშენებლო კომპანია ევროპა,+995591111379,+995591111379,,bia.ge
საქართველოს მომავალი,+995568854646,+995568854646,,bia.ge
საქჰიდროენერგომშენი,+995593055151,+995593055151,,bia.ge
სითი და კოს,+995599752662,+995599752662,,bia.ge
სპეცმონოლითი,+995599550410,+995599550410,,bia.ge
სტარტი,+995599099555,+995599099555,,bia.ge
ტექნოვინი,+995558590590,+995558590590,,bia.ge
ტროპოს,+995598198777,+995598198777,,bia.ge
ულტრა დეველოპმენტი,+995577501194,+995577501194,,bia.ge
ქუთაისი 2016,+995597334575,+995597334575,,bia.ge
ქუთაისწყალმშენი,+995599929022,+995599929022,,bia.ge
ჩაინა თიანჩენ ინჯინიერინგ ქორფორეიშენის ფილიალი საქართველოში,+995558119896,+995558119896,,bia.ge
ჯეო ეფექტი,+995595404835,+995595404835,,bia.ge
ჯიენსი ჯგუფი,+995591161717,+995591161717,,bia.ge
ჰეადერ კონსტრაქშენ,+995593626810,+995593626810,,bia.ge
ჰილალ ჩევრე დუზენლემე თემიზლიქ თაჰჰუთ თიჯარეთ ვე ნაქლიე-ს საქართველოს ფილიალი,+995577161001,+995577161001,,bia.ge
ჰომექს,+995514009009,+995514009009,,bia.ge
New ალგეთი,+995574545542,+995574545542,,bia.ge
აბე პლუსი,+995511221255,+995511221255,,bia.ge
აგროინვესტ კომპანია,+995599580673,+995599580673,,bia.ge
აგროინვესტ კომპანია,+995579001001,+995579001001,,bia.ge
ახალი სამშენებლო,+995599082610,+995599082610,,bia.ge
ახალი სერვისი,+995599945673,+995599945673,,bia.ge
ბასილონ გლობალ სერვის,+995322333941,+995322333941,,bia.ge
ბი ელ ბილდინგ,+995596000010,+995596000010,,bia.ge
ბილდინგ სოლუშენს,+995599562864,+995599562864,,bia.ge
გახა ჭეჟია,+995558202603,+995558202603,,bia.ge
გევა,+995599104923,+995599104923,,bia.ge
გელა გიორგაია,+995577378557,+995577378557,,bia.ge
გენადი ემირიძე,+995557256465,+995557256465,,bia.ge
გზა2020,+995596101028,+995596101028,,bia.ge
გიორგი სამიტაშვილი,+995551916605,+995551916605,,bia.ge
გიორგი ჩიტიძე,+995598491081,+995598491081,,bia.ge
გრანდ ბილდინგ სერვისი,+995577111417,+995577111417,,bia.ge
გრანუმი,+995593337342,+995593337342,,bia.ge
დ. და გ. სამშენებლო კომპანია,+995593406085,+995593406085,,bia.ge
დ. და გ. სამშენებლო კომპანია,+995577237171,+995577237171,,bia.ge
დავითი2012,+995593061010,+995593061010,,bia.ge
დეკა,+995592373751,+995592373751,,bia.ge
დემე,+995555510941,+995555510941,,bia.ge
დრო,+995599463040,+995599463040,,bia.ge
დურუ,+995555118882,+995555118882,,bia.ge
ეი თი ვი,+995599786818,+995599786818,,bia.ge
ემ.ემ.თე.ჯგუფი,+995598211233,+995598211233,,bia.ge
ემდი ჯგუფი,+995511100800,+995511100800,,bia.ge
ენ ეს გრუპი,+995599633366,+995599633366,,bia.ge
ერისი ჯგუფი,+995577621990,+995577621990,,bia.ge
ვასილ შუბლაძე,+995591171516,+995591171516,,bia.ge
ვი-ენი,+995551468181,+995551468181,,bia.ge
თა ჯგუფი,+995551585805,+995551585805,,bia.ge
თამაზი თედორაძე,+995577411419,+995577411419,,bia.ge
თეთრი კარკასი,+995557517571,+995557517571,,bia.ge
თელავმშენი,+995599080505,+995599080505,,bia.ge
თენგო+,+995599416469,+995599416469,,bia.ge
იდეალ დეველოპმენტი,+995551117722,+995551117722,,bia.ge
იდეალ დეველოპმენტი,+995551343231,+995551343231,,bia.ge
ირლანი,+995555787454,+995555787454,,bia.ge
კაპიტელი,+995597113798,+995597113798,,bia.ge
კოხტა უბანი,+995557222322,+995557222322,,bia.ge
კრეატ,+995577485748,+995577485748,,bia.ge
კუბი,+995555772288,+995555772288,,bia.ge
ლადო ოდიკაძე,+995598301917,+995598301917,,bia.ge
ლუსენითო,+995551183163,+995551183163,,bia.ge
მიკო ბილდინგი,+995571018820,+995571018820,,bia.ge
მირაჟი–ო,+995551805816,+995551805816,,bia.ge
მირაჟი–ო,+995514107171,+995514107171,,bia.ge
მპრ-ქონსტრაქშენი,+995591441723,+995591441723,,bia.ge
მშენებელი 2021,+995577437743,+995577437743,,bia.ge
მშენებელი 4,+995591003841,+995591003841,,bia.ge
მშენებელი 777–7,+995551657770,+995551657770,,bia.ge
ნიკა ლილუაშვილი,+995599151769,+995599151769,,bia.ge
პარაბოლა,+995595167777,+995595167777,,bia.ge
პირამიდა+777,+995555543876,+995555543876,,bia.ge
პრაიმ გრუპი,+995599536898,+995599536898,,bia.ge
რამაზ ჩაფიჩაძე,+995593628799,+995593628799,,bia.ge
რედელფი ჯგუფი,+995597772339,+995597772339,,bia.ge
როშკა,+995591918016,+995591918016,,bia.ge
სამშენებლო კომპანია სურმანიძეები,+995551504066,+995551504066,,bia.ge
საქართველოს კომპანია 1,+995577550927,+995577550927,,bia.ge
სერვისი 2015,+995557777711,+995557777711,,bia.ge
ტაო-ტბელი,+995595270048,+995595270048,,bia.ge
ტერა TERRA,+995592228888,+995592228888,,bia.ge
ტოტალ,+995514924040,+995514924040,,bia.ge
ქისთოუნ დეველოპმენტი,+995577777405,+995577777405,,bia.ge
ქლოქს,+995544448855,+995544448855,,bia.ge
ქლოქს,+995322558800,+995322558800,,bia.ge
შემოქმედი,+995599472523,+995599472523,,bia.ge
შენება2023,+995599329435,+995599329435,,bia.ge
ჩაინა ნუქლეარ ინდასტრი 23 ქონსტრაქშენ კო–ს ფილიალი საქართველოში,+995595087586,+995595087586,,bia.ge
ცოტნე,+995571099191,+995571099191,,bia.ge
ძველი თბილისის განვითარების ჯგუფი,+995597121121,+995597121121,,bia.ge
ხურო 2020,+995599886611,+995599886611,,bia.ge
ჯაბა დვალიშვილი,+995571607607,+995571607607,,bia.ge
ჯეი ქეი გრუპ,+995571747135,+995571747135,,bia.ge
ჯეო აპარტმენტ პლიუს,+995577418808,+995577418808,,bia.ge
ჯეო მონტაჟი,+995551994977,+995551994977,,bia.ge
ჯეოპრესტიჟი,+995555151512,+995555151512,,bia.ge
ჯი ენდ თი ბილდინგი,+995599052756,+995599052756,,bia.ge
ჯიი XXI,+995557752255,+995557752255,,bia.ge
ჯმს 4,+995568704700,+995568704700,,bia.ge
აბასთუმანი ესთეით,+995599708787,+995599708787,,bia.ge
აიემჯი-მ,+995557432366,+995557432366,,bia.ge
ანგი-56,+995599533118,+995599533118,,bia.ge
აპოგეა+,+995599205959,+995599205959,,bia.ge
არაყიშვილი 18,+995571776324,+995571776324,,bia.ge
არტმშენი,+995551553233,+995551553233,,bia.ge
ბ.პ. გრუპ,+995599003432,+995599003432,,bia.ge
ბამი +,+995574165180,+995574165180,,bia.ge
ბამი +,+995551165180,+995551165180,,bia.ge
ბი.ჯი.ქონსთრაქშენ,+995591101025,+995591101025,,bia.ge
ბიარსი,+995551139719,+995551139719,,bia.ge
ბრიკოსი,+995558859090,+995558859090,,bia.ge
ბუილდერ 21,+995599507037,+995599507037,,bia.ge
გენ კონსტრაქშენ,+995599102103,+995599102103,,bia.ge
გეოარს,+995598022020,+995598022020,,bia.ge
გია ბაწილაშვილი,+995571175180,+995571175180,,bia.ge
გილემი,+995577159000,+995577159000,,bia.ge
გიორგი ჯინო 1972,+995555695388,+995555695388,,bia.ge
გოლდგროუპ 2013,+995511474889,+995511474889,,bia.ge
გოჩა ვასაძე,+995593937554,+995593937554,,bia.ge
გრანდი ჯგუფი,+995595998795,+995595998795,,bia.ge
გრაპა,+995577299399,+995577299399,,bia.ge
დია კონსტრაქშენ კომპანი,+995593716276,+995593716276,,bia.ge
დიმისი,+995599465577,+995599465577,,bia.ge
დიმიტრი თედიაშვილი,+995591504121,+995591504121,,bia.ge
დიმიტრი ნოზაძე,+995544443443,+995544443443,,bia.ge
ევრა 2020,+995599857180,+995599857180,,bia.ge
ელექტროქსელმშენი,+995551820001,+995551820001,,bia.ge
ვაჟა ზაქარაძე,+995558604011,+995558604011,,bia.ge
ველ ბილთი,+995574450033,+995574450033,,bia.ge
ვესტ,+995598093006,+995598093006,,bia.ge
ზურაბი მგელაძე,+995555904112,+995555904112,,bia.ge
თ.ლ.თ,+995322345499,+995322345499,,bia.ge
თემური ბერიაშვილი,+995571012709,+995571012709,,bia.ge
თორნიკე დავლაძე,+995558636060,+995558636060,,bia.ge
იერი,+995577999944,+995577999944,,bia.ge
ინფრაკონ,+995591948480,+995591948480,,bia.ge
იოსებ გოგოლაძე,+995598598532,+995598598532,,bia.ge
კად-მ ჯგუფი,+995598768989,+995598768989,,bia.ge
კაპიტონ კაკულია,+995599107547,+995599107547,,bia.ge
კახაბერ ოქრუაშვილი,+995598596300,+995598596300,,bia.ge
კერაკო,+995593484816,+995593484816,,bia.ge
კლასი,+995577525618,+995577525618,,bia.ge
კოდი 2019,+995595308589,+995595308589,,bia.ge
კოლოსეო არენა,+995577158825,+995577158825,,bia.ge
კრწანისი 2019,+995599563589,+995599563589,,bia.ge
ლდ ესთეითს,+995591400813,+995591400813,,bia.ge
ლექს ბილდინგი,+995598322234,+995598322234,,bia.ge
ლმ,+995571643344,+995571643344,,bia.ge
მასტერ სერვისი,+995555111018,+995555111018,,bia.ge
მასტერი,+995593273372,+995593273372,,bia.ge
მოურავი,+995591014083,+995591014083,,bia.ge
მშენებელი 2016,+995599805228,+995599805228,,bia.ge
მშენებელი 7,+995577554422,+995577554422,,bia.ge
მშენებლობა და პროექტირება,+995596888777,+995596888777,,bia.ge
ოლიმპო,+995599554411,+995599554411,,bia.ge
ოლტა,+995551528652,+995551528652,,bia.ge
პავლე სვიანაძე,+995557400873,+995557400873,,bia.ge
პერსპექტივა,+995599710110,+995599710110,,bia.ge
პლაზმა,+995595275527,+995595275527,,bia.ge
პროგრესი,+995597727297,+995597727297,,bia.ge
რაზდანი,+995598707874,+995598707874,,bia.ge
სამშენებლო კომპანია დავითი,+995593676208,+995593676208,,bia.ge
სამშენებლო კომპანია თელავი,+995579131344,+995579131344,,bia.ge
სერვის ჯორჯია,+995599809029,+995599809029,,bia.ge
სითი რეალ ისთეით,+995597211111,+995597211111,,bia.ge
სოლო თბილისი,+995599333888,+995599333888,,bia.ge
უჯაბნი,+995511148080,+995511148080,,bia.ge
